author,updated_at,like_count,text,video_id,public
@sunrise0073,2024-12-20T23:26:21Z,0,India going wrong directions,nNbphew2mpU,TRUE
@SreeniIndia-j9t,2024-12-20T23:18:19Z,0,Good idea have all elections in one go for country Iike india. Focus on the nation,nNbphew2mpU,TRUE
@peterman160,2024-12-20T23:17:44Z,0,Moving to dictator,nNbphew2mpU,TRUE
@rhavichandrraak8767,2024-12-20T23:06:02Z,0,Too be free vote modi ji u will be alive if not ur done India will become like Pakistan or bangaladesh or srilanka,nNbphew2mpU,TRUE
@rhavichandrraak8767,2024-12-20T23:05:06Z,0,That's best thing wat modi ji doing it congress will against it even through u do modi ji as a public we are with u bjp do one election one nation is perfect thing congress always blame coz they want to loot money so example come to Bangalore here in bangalore congress government no road are perfect everything gone bjp will come in Karnataka they do good road congress comes all road are gone this is wat they do they not think abt development I means to be say congress never think abt development they think only abt loot the money that's it,nNbphew2mpU,TRUE
@saranyanragunathan4532,2024-12-20T22:25:40Z,0,One nation two election will be good.. One for nation and second one for all states..,nNbphew2mpU,TRUE
@riversidecampingshnongpden5549,2024-12-20T22:16:16Z,0,Tell modi to takecare manipur first...,nNbphew2mpU,TRUE
@nach-fr,2024-12-20T22:09:04Z,1,the final product this bill the value of  indian vote will decrease  and idea of lobbying becomes more coherant,nNbphew2mpU,TRUE
@SivaranjanGoswami,2024-12-20T21:06:54Z,1,One Nation One Election will have devastating impact on the fabric of democracy. A country doesn't work like a corporate entity with sole focus on productivity and efficiency.,nNbphew2mpU,TRUE
@udayshankar9438,2024-12-20T20:51:42Z,0,"just work together for the better of nation , why so many useless drama and no sense of professionalism making indian politics a laughing stock. 
if cannot work together then this bill is the best , thats my take , india needs unification. 
or use any other form of govt where all the citizens would be happy as simple as  that.",nNbphew2mpU,TRUE
@arpanroy9048,2024-12-20T20:32:42Z,0,Democracy is the biggest curse of India.,nNbphew2mpU,TRUE
@GJain-z5p,2024-12-20T20:31:45Z,0,"I used to respect your videos. 
The nation is always under elections and never under development and when something can fix it, you speak against it. Sad",nNbphew2mpU,TRUE
@muzammilsyed5818,2024-12-20T20:13:59Z,0,"One nation one election...saves money
Why not
One nation no election.....saves money forever like china
Rubbish.....",nNbphew2mpU,TRUE
@aamnahussain2395,2024-12-20T19:56:01Z,0,"Now that is someone who is a bit less knowledgeable about Andra or even odisha. Now to clear things andra has seen 2-3 regional parties in power for roughly 15 years now, not because of people ignoring state issues but people recognise only those parties and people do not vote for anyone else. A clear example is Delhi or even Maharashtra for that matter. Read more man",nNbphew2mpU,TRUE
@Amy-z6l8m,2024-12-20T19:47:28Z,0,"Change is inevitable, whether you like it or not. No historical context. No merit in opposition's logic.",nNbphew2mpU,TRUE
@kvbalaji1979,2024-12-20T19:42:49Z,0,"One nation, one shameless",nNbphew2mpU,TRUE
@johnnyrezung2523,2024-12-20T19:22:21Z,0,Election doesn't matter much those who come to power what their policies matters alot.,nNbphew2mpU,TRUE
@devashishkhambhalia8067,2024-12-20T19:12:47Z,0,Why was there no mention of Orrisa's case of people voting for different parties in the same day election for two consecutive terms of 2014 and 2019 ....,nNbphew2mpU,TRUE
@anonymous3_68,2024-12-20T19:12:04Z,0,Dictatorship one modi,nNbphew2mpU,TRUE
@Leconte112,2024-12-20T18:35:26Z,0,"If you consider yourself a country stable and on the right path, then support one nation one election. If you think more adjustment is yet to be made and the right path is yet to be shown, then ... oh, who knows. leave it.",nNbphew2mpU,TRUE
@shivajiprasad1686,2024-12-20T18:25:49Z,0,"In telegana we have both central and state elections at same time and both of the verdicts were different, let the people decide whom they will vote instead of assuming that if elections happened simultaneously only central issues will prevail over state issues.",nNbphew2mpU,TRUE
@shekharmenon5626,2024-12-20T17:55:08Z,0,"And isnt that democracy 
Voting for the one who helps you and represents you than the party",nNbphew2mpU,TRUE
@pratikbhoite1353,2024-12-20T17:39:57Z,0,What if Central government collapse,nNbphew2mpU,TRUE
@user-wg4oe8hc1h,2024-12-20T17:37:50Z,0,That is democracy all countries operate that way. Indians wake up and see how the regional parties are trying to get out off the vision to make India a great nation. They are controlled by outsiders. Wake up and see what the opposition is doing...I'm not from India but I hate when outsiders interfere with internal affairs of a country and try to blind the vulnerable who don't get to see the bigger picture.,nNbphew2mpU,TRUE
@GullibleGames,2024-12-20T17:26:11Z,0,"bro the positive points were given but the emphasis was less as compared to negative points , 
negative points are shown with heavy intense music and also the negative points don't make sense, also when u asked question like how will they make it happen than let me remind you , we all went through digitization of Bharat , where the oppositions said it is not possible and how will a low income vendor or seller become a part of digitization , and yet every vegetable vendor has a qr code stuck to his stall

See this nation has some brilliant minds and they are very capable to overcome problems, stop undermining the this nation.

If we had the same mentality back in 1900 that Congress has today, trust me, we would still be slaves under British rule.",nNbphew2mpU,TRUE
@aamirshaikh7608,2024-12-20T17:05:42Z,1,This is a good initiative.. Would save a lot of money and help increase our GDP,nNbphew2mpU,TRUE
@nikhilgurung9829,2024-12-20T17:01:38Z,0,Nepal has one nation one election.,nNbphew2mpU,TRUE
@Logan_X-r1t,2024-12-20T16:58:53Z,0,"Idea is good, but they always mess up the implementation.",nNbphew2mpU,TRUE
@gamingbox4381,2024-12-20T16:58:42Z,2,One nation one education ki baat kro. Tab ham sikha dete hain ki government efficientky kaise work karte hai,nNbphew2mpU,TRUE
@TheFrankye,2024-12-20T16:57:48Z,0,You forgot to mention creditors and businesses too get stuck in this and make it difficult to operate for them,nNbphew2mpU,TRUE
@nithinbhandarkar1278,2024-12-20T16:56:27Z,0,"One thing is no government is thinking long term especially state government is just focusing on freebies, as i am from Karnataka most people had got what they need food water electricity and road which general public sees but once this phase is done then more after common people see for freebies 

The long term freebies effect only time will tell. I am not against freebies but freebies for people who are rich or freebies for people who are well settled from a perticular schedule of caste gets this benifits is where i am most concerned 

Government should focus on getting a quality government school, quality government hospital and upskilling the talents which sadly is thier least of concern",nNbphew2mpU,TRUE
@yuugenr7549,2024-12-20T16:53:18Z,0,India is the largest fake democracy in the world. You can't prove me wrong.,nNbphew2mpU,TRUE
@RAMZI001,2024-12-20T16:52:54Z,0,You undermine the understanding of the Voters of India....by Highlighting these points....i disagree,nNbphew2mpU,TRUE
@letsgo-o9n,2024-12-20T16:52:45Z,0,This illiterate prime Minister digging he's own grave and he don't even know that,nNbphew2mpU,TRUE
@Bairagi_kanwal,2024-12-20T16:50:57Z,1,"Keep your case study to yourself, this is nothing more than sht",nNbphew2mpU,TRUE
@HardeepSinghMatharu-ko6ky,2024-12-20T16:49:58Z,0,Jai Ho Modi,nNbphew2mpU,TRUE
@Seshabhattar25,2024-12-20T16:47:26Z,0,While we have risk for regional parties but during the campaign need to need ensure to discuss about local issues instead of national flooding their campaign,nNbphew2mpU,TRUE
@jakuchmk1555,2024-12-20T16:46:08Z,0,I really like the way you make video,nNbphew2mpU,TRUE
@nupurchandra9316,2024-12-20T16:46:00Z,0,"The beat sol is one nation two election,  one for center and another for the state. Conduct all the municiplity and panchayat elections for all the states on a single day.",nNbphew2mpU,TRUE
@BANGALOREFOOD,2024-12-20T16:41:45Z,1,"We public support one nation one election 
We have our full support",nNbphew2mpU,TRUE
@hrp5322,2024-12-20T16:28:36Z,0,There should be only one election in 5 years to save crores of rupees. After Independence we used to have only one election in 5 years. But due to lack of proper planning elections are happening some where with in India frequently there by wasting not only money but also valuable time.,nNbphew2mpU,TRUE
@maruthavananv2590,2024-12-20T16:23:02Z,0,Good move,nNbphew2mpU,TRUE
@maruti_rakshit9867,2024-12-20T16:22:45Z,0,I am seeing an utterly useless analysis from your end for the first time. don't know what you snorted this time.,nNbphew2mpU,TRUE
@abhishekmazumdar5545,2024-12-20T16:18:25Z,1,One nation one dictator,nNbphew2mpU,TRUE
@abhishekmazumdar5545,2024-12-20T16:17:22Z,1,One nation one dictator,nNbphew2mpU,TRUE
@abhishekmazumdar5545,2024-12-20T16:16:46Z,1,One nation one dictator,nNbphew2mpU,TRUE
@sathyaseelanramachandiran7535,2024-12-20T16:16:12Z,0,"Insightful 
Code of conduct can be tweaked",nNbphew2mpU,TRUE
@abhishekmazumdar5545,2024-12-20T16:16:08Z,1,One nation one dictator,nNbphew2mpU,TRUE
@abhishekmazumdar5545,2024-12-20T16:14:41Z,2,One nation one dictator,nNbphew2mpU,TRUE
@prasunnath696,2024-12-20T16:14:22Z,0,"Election can be done online, though Aadhar no and OTP verification. That will solve every problem.",nNbphew2mpU,TRUE
@abhishekmazumdar5545,2024-12-20T16:14:15Z,1,One nation one dictator,nNbphew2mpU,TRUE
@thaippc03,2024-12-20T16:10:48Z,0,"The Cauvery River water problem between Tamil Nadu and Karnataka never gets settled at any time. The local governments have the upper hand when the elections are held at different times for Loka Sabha and State elections. Locals always want to milk from the public sentiments and freebies, nothing will change. If the Indian government conducts an election at single person will decide local and central government parties.",nNbphew2mpU,TRUE
@Peekay2002,2024-12-20T16:09:02Z,0,one nation one election is totally a scam.,nNbphew2mpU,TRUE
@ajmalahmed6887,2024-12-20T16:06:26Z,0,Not going to happen ....,nNbphew2mpU,TRUE
@Dipthebestgrdguj,2024-12-20T15:58:52Z,0,"Reduce cost,.. thats all..
Anyway all other problems are existing now also",nNbphew2mpU,TRUE
@manulgupta1038,2024-12-20T15:58:05Z,0,"India is essentially moving into a 2 party system, congress will let this through if I am being truly honest, it ensures their survival more than anyone else.",nNbphew2mpU,TRUE
@sachinkulkarni98,2024-12-20T15:53:19Z,0,"As for your two concern I have the answers first cocenrn was government elected after midterm elections will focus on freebies. First of all the parties who won in general elections will ensure that there should not be mid term crisis as even after their efforts to turn down the government they will have only remaining period to prove themselves in front of the people that they are better than previous, next if new government is form they will try to implement their policies more efficiently as they wanted to be elected again for 5 years. Your Second concern was why not to alter model code of conduct instead of one nation one election here when there is strick code of conduct loosing parties blame election commission for use of EVMs or any other stupid reason if you change model code of conduct for not disturbing policy decisions loosing parties will have a strong point in disagree with the results stating that because of one policy this party influence people in elections and all that every policy will be seen through the lens of elections which happens today also after relaxing code of conduct it will be get very complex. Political parties may go to court stating the elections were not fairly conducted",nNbphew2mpU,TRUE
@economicsandbusinessstudie6768,2024-12-20T15:49:44Z,0,They are dreaming we Indians will tell BJP and we will put them on backfoot in the next elections.,nNbphew2mpU,TRUE
@lakhanpatidar8361,2024-12-20T15:49:16Z,0,I am against this bill because if one nation one election happens all regional problem get neglected as I am from Madhya Pradesh but not even single leader talk about problem of MP like patwari scam delay in construction of roads no new railway line from many year is major topic but in election it completely get neglected,nNbphew2mpU,TRUE
@samanthmeesala,2024-12-20T15:49:15Z,0,Indian constitution written based on references with other countries constructions,nNbphew2mpU,TRUE
@samanthmeesala,2024-12-20T15:47:45Z,0,Is there any change in Central when there is a change in State. No nothing happened.  The problem is comprising on non anti forces,nNbphew2mpU,TRUE
@samanthmeesala,2024-12-20T15:46:29Z,0,"All states always have issues so that parties can use that issues to earn votes. Kaveri, fisherman issues exists from last 20 years but nothings changed. It is like the cases in our indian courts.",nNbphew2mpU,TRUE
@rajt2844,2024-12-20T15:44:01Z,0,"with one Nation one Election will save Rs. 60.000 Cr taxpayers money and on top of this cost we can also save State and central govement staff payroll cost wasting on election day and voting counting days and again all private and public sectors companyes staff cost for not declaring public holidays for two different elections for state and centre.  this going to save total 1,00,000 Crs of tax payers money.",nNbphew2mpU,TRUE
@skmoinuddin5417,2024-12-20T15:41:54Z,0,There are many things to focus on but gov ko khullli hai ye sb me,nNbphew2mpU,TRUE
@arjunt7785,2024-12-20T15:40:54Z,0,It should be done by ballet paper not by EVM,nNbphew2mpU,TRUE
@GG-ss6uk,2024-12-20T15:29:26Z,0,Jai Modi..,nNbphew2mpU,TRUE
@samirkumahapatro,2024-12-20T15:26:28Z,0,"if were a soldier you can understand better
we bleeds red for the elections and everybody ignores and who can understand our pains except Modi JI jai hind",nNbphew2mpU,TRUE
@chintanoza4889,2024-12-20T15:24:38Z,0,I think you should stick to business case studies which you are great at and avoid delving into political analysis. You suck at it with your shallow understanding of the nuances.,nNbphew2mpU,TRUE
@anandgoray,2024-12-20T15:12:36Z,1,"This shows issues with governance needs to be improved, not election model",nNbphew2mpU,TRUE
@gautamvashi106,2024-12-20T15:09:42Z,0,"Congress keeps saying dictatorship, and no one did anything to them. If they would have said it to indira they would be behind bars that's dictatorship. Other example was Udhav in Maharashtra , Mamta in west Bengal.",nNbphew2mpU,TRUE
@P21p19,2024-12-20T15:08:44Z,0,In odisha we had state election and lok sabha election at same time,nNbphew2mpU,TRUE
@anandgoray,2024-12-20T15:08:29Z,1,I prefer multiple elections so parties have to keep peoples interests in mind for longer time,nNbphew2mpU,TRUE
@srikantaroutaray685,2024-12-20T15:03:12Z,0,"In odisha both have happened in a  single time, there is no problem to vote. So one election and one Nation is most important",nNbphew2mpU,TRUE
@Rohitmishra5o7,2024-12-20T14:57:02Z,0,"I think this will roll out and come into action only after 2029, so your assumption of dissolving state assemblies is something that is not completely going to affect any state",nNbphew2mpU,TRUE
@jaykumarhulke730,2024-12-20T14:55:57Z,0,"What if after election..or after forming govt , in a state, if One party or MLAs take out the support and hung assembly forms..what will be the next step..re election need to take place and next election won't take place during the same one day election period.",nNbphew2mpU,TRUE
@sgsg9797,2024-12-20T14:51:09Z,0,Lame arguments against ONOE.,nNbphew2mpU,TRUE
@KrishnaGupta-uf4wm,2024-12-20T14:49:12Z,0,I support this bill,nNbphew2mpU,TRUE
@Virgin_mojito777,2024-12-20T14:49:09Z,0,It is a very good bills... Which saves millions of money....,nNbphew2mpU,TRUE
@samarohopalit2807,2024-12-20T14:46:54Z,0,Here in west bengal we also need ek desh ek vote system mamta is literally ruining our state,nNbphew2mpU,TRUE
@radar832002,2024-12-20T14:39:23Z,0,Very poor research...listen to lecture of Dr vikas divyakriti for more indept insightful information,nNbphew2mpU,TRUE
@MrAntonysimon,2024-12-20T14:31:02Z,0,"Death of democracy, and rise of a hydra headed fascism.",nNbphew2mpU,TRUE
@hemantrajpoot6418,2024-12-20T14:26:25Z,0,Bakwaas so called analysis,nNbphew2mpU,TRUE
@kpsivaprasad3439,2024-12-20T14:10:50Z,0,But when India started we had all elections at one time today which started as one... Over a period it's got delayed or scraping government... So from one it's become multiple.... Today if they want to get back what's the problem,nNbphew2mpU,TRUE
@tankusops,2024-12-20T14:10:16Z,0,"I Support ""One Nation, One Election"". It will boost the growth of Indian Economy.",nNbphew2mpU,TRUE
@RajeshKumar-g6f8g,2024-12-20T14:10:10Z,0,"You're also getting views, so you can't say that media is just getting TRP. And no individual is perfect. They look and sound good to those who relate their thoughts to themselves And  nothing is special  then u and other creators who they doing this same thing .",nNbphew2mpU,TRUE
@krish5604,2024-12-20T14:09:19Z,0,One nation one election is good for our democracy...dnt simply blame the people of foreign sorus agenda....,nNbphew2mpU,TRUE
@myartcollection6641,2024-12-20T14:09:09Z,0,"I don't agree with your point that if the govt. Dissolves midterm and get only 2 or 3 years for another party then party will have to work very hard to win again ,so govt. Efficiency will increase due to this . Moreover, it's not necessary that every state govt. Will Dissolve midterm,if by chance govt. Will in two or three states even then lots n lots of resources will save . Till now, we saw elections with previous method let's give it a try to new idea ,may be it boost our economy.",nNbphew2mpU,TRUE
@dhruvkumar9231,2024-12-20T14:07:09Z,0,"Since last few video, I have noticed that the thumbnails are always in a negative tone.",nNbphew2mpU,TRUE
@CA_Pathsala,2024-12-20T14:06:03Z,0,"The video which start with ""criticising"" how can give neutral opinion. So i skipped video to watch",nNbphew2mpU,TRUE
@mukundha7621,2024-12-20T14:04:39Z,0,I saw only muslims hate any development since they value relegion over anythin being south,nNbphew2mpU,TRUE
@KshitijPawar77,2024-12-20T14:03:57Z,0,This is obviously a step to lead the nation to one party rule. I don't trust any political party who gets absolute majority. Imagine having no accountability for 5 yrs and voters not having any option to overthrow rulers .,nNbphew2mpU,TRUE
@ayushdwivedi6117,2024-12-20T13:58:25Z,0,Stop making thumbnails like other attention seeking Youtubers.,nNbphew2mpU,TRUE
@amit243406,2024-12-20T13:54:09Z,5,"India is too big for One nation and one election, it should be at least one nation and two elections",nNbphew2mpU,TRUE
@arajananbittapu8204,2024-12-20T13:54:01Z,0,Foreign interferance in India democracy.,nNbphew2mpU,TRUE
@virensanghvi6014,2024-12-20T13:47:05Z,0,"I have been a regular follower of your channel and am thoroughly disappointed with your views..
You just lost a follower..
If national level interests like security, infrastructure, employment are served, automatically it will include state level improvement.. if I need to explain this is detail or argue my case with you, you are not the intellegent person I thought you were..
Hopefully, you too haven't sold your soul to anti Indian political parties..
God bless you",nNbphew2mpU,TRUE
@nebula849,2024-12-20T13:44:38Z,0,"One nation one election good , but we need accountability to notch up its too loose",nNbphew2mpU,TRUE
@anilkumar-tk8ht,2024-12-20T13:42:01Z,0,i know its a good bill but It would be misused as Electoral bonds by politicians.,nNbphew2mpU,TRUE
@vikramsid,2024-12-20T13:39:30Z,0,"What's needed is to reduce the frequency of general and state elections, that will have the desired economic effect that BJP is touting. Instead of 5, hold them every 7-8 years.  Both state and centre can have ample time in between elections then",nNbphew2mpU,TRUE
@sachendraraj5741,2024-12-20T13:35:54Z,0,Now which government is looking for the solution...one nation one election will be more efficient as the people can put their view on the application of the government where in state and central government look in to the issues,nNbphew2mpU,TRUE
@Anbalagan-l8w,2024-12-20T13:31:31Z,0,What is the use of domacracy when tosmac parties given voting .it is better honoust peopledictaterules of law  than evil mindef dishonored people have power,nNbphew2mpU,TRUE
@chidanandadatta4695,2024-12-20T13:26:26Z,1,"Isn't it completely fine to have all the elections at a time, probably fake voters can also be reduced with this scheme",nNbphew2mpU,TRUE
@sweetieeeee-t9j,2024-12-20T13:20:47Z,0,"There is nothing wrong in one nation one election, its cost effective time saving,man power saving, but there are some challenges has to face",nNbphew2mpU,TRUE
@kajaltiwari4934,2024-12-20T13:20:17Z,0,Hind for Hindus,nNbphew2mpU,TRUE
@VENUPOTLURI,2024-12-20T13:19:55Z,0,Perfect point at end,nNbphew2mpU,TRUE
@MYBharat2024,2024-12-20T13:16:29Z,0,"The argument doesn't have a base, we have witnessed assembly and Loksabha together in the past and people have definitely clarity on how to vote.
Challenges are there. It might take time to understand what best suits.  One Nation one election has a great vision by economy and it should be supported.",nNbphew2mpU,TRUE
@kushagrasingh7190,2024-12-20T13:11:29Z,0,people should understand the cost of elections,nNbphew2mpU,TRUE
@devp2727,2024-12-20T13:07:46Z,0,"BJP has just set its foot in Tamil Nadu, so you cannot say that BJP is rejected",nNbphew2mpU,TRUE
@srikanthegujaran6478,2024-12-20T12:52:13Z,0,"If something happen in mid term, then president rule can apply",nNbphew2mpU,TRUE
@anandravisankar3661,2024-12-20T12:50:29Z,0,Who will rule during the extended 1 yr of Karnataka,nNbphew2mpU,TRUE
@veersinhadeshmukh4634,2024-12-20T12:44:17Z,1,Ganesh stop being cringe in the thumbnails you use let it be more informative than being cheap,nNbphew2mpU,TRUE
@veersinhadeshmukh4634,2024-12-20T12:43:56Z,0,Ganesh stop being cringe in the thumbnails you use let it be more informative than being cheap,nNbphew2mpU,TRUE
@Gamma_educator,2024-12-20T12:36:21Z,0,People of Odisha are already regretting by choosing BJP.....In 2029 BJP won't even a single seat unless the rig the EVM,nNbphew2mpU,TRUE
@Pm-zm6os,2024-12-20T12:30:05Z,0,Congress ruled because used colonial mind-set,nNbphew2mpU,TRUE
@sanjeetbiswal597,2024-12-20T12:22:26Z,0,Not to be worried for citizens of Odisha..since we have assembly and parliament election on the same day statewide...surprisingly only this year bjp the national party own..but since 24 years..the local party bjd won all the elections..so i think..this decision wont affect the existence of regional parties..but yes managing one election in the entire nation having such a gignatic amount population will be challanging one for the ECI.,nNbphew2mpU,TRUE
@realTradeStories,2024-12-20T12:12:54Z,0,People will also synchronize with the election reform people will vote for a clear mandate for parties . they will also look to see what is the performance of the government and can choose the best for themselves.,nNbphew2mpU,TRUE
@ramachandran2023,2024-12-20T12:11:41Z,1,"People can raise their voice or opinion only after 5yrs 
5yrs peoples mouth and hands are tied and there is no mechanism in mean time to express their concerns or dislikes",nNbphew2mpU,TRUE
@assahashransu7,2024-12-20T12:02:16Z,0,"This is a good and simple explanation.
Local and State level issues should not be undermined at any cost as  Synchronising everything perfectly in a political environment is impossible",nNbphew2mpU,TRUE
@secularsensitivesentimenta6221,2024-12-20T12:02:15Z,0,One educational qualifications for the ruling politicians..,nNbphew2mpU,TRUE
@secularsensitivesentimenta6221,2024-12-20T12:01:03Z,0,"There must be Educational qualifications for the MPs, MLAs, Ministers and politicians...",nNbphew2mpU,TRUE
@gamingwithhearts6318,2024-12-20T12:00:22Z,0,I dont know why i am thinking that one nation one election has option of regional voice remain active,nNbphew2mpU,TRUE
@SuperBiraj,2024-12-20T11:58:48Z,0,Good work,nNbphew2mpU,TRUE
@BatskhemSana,2024-12-20T11:57:22Z,0,"Ye kabhi nahi honge fauji ne kisko sambhal karenge, Election ka ia Bharat ko Bangladesh  ne mauka lenge.",nNbphew2mpU,TRUE
@sonalsinha119,2024-12-20T11:52:48Z,0,"None of the two systems are perfect and they will never be for obvious reasons. But the present system has not solved state specific issues, led to coalition politics and the culture of freebies. Not to mention the slowdown of government work and the negative impact on GDP.  Ultimately it is upto the people of India to choose wisely. National interest must always be the priority. No state can take precedence over the nation.",nNbphew2mpU,TRUE
@helloworld0135,2024-12-20T11:49:22Z,0,Politicians need to be made accountable before this is implemented. They vanish after the election. Elections at different times makes them comeback atleast once. This can be implemented only once the politicians are accountable,nNbphew2mpU,TRUE
@karmachophel1252,2024-12-20T11:33:42Z,0,One nation n one election will time n money to grow India faster n stronger . No worry ok,nNbphew2mpU,TRUE
@pratheekrakesh,2024-12-20T11:33:18Z,0,"muslimsss will oppose any bill when an hindu orgin P.M brings it , no matter what how good can bill bring to them, their agenda is to OPPOSE only..",nNbphew2mpU,TRUE
@unmesh67,2024-12-20T11:28:17Z,0,"Ganesh, ""Think School"" should focus only on business cases. Please stop making content based on politics. It may get you more views but this topic is like empty calories which only add to one's weight but are not useful to the body. Politics in India is like a sick reality show. Everything is scripted. Each political party is responsible for the mess of unemployment and inflation. There cannot be any progress till the politicians are held accountable for the decisions they take when they are in power and there is a right to recall elected representatives.",nNbphew2mpU,TRUE
@PragyaTGupta,2024-12-20T11:25:38Z,0,Whatever .. one nation one election solve one thing particular.. in longer run to focus on work than politics besides saving huge money.,nNbphew2mpU,TRUE
@KiranKumar-yk7kb,2024-12-20T11:23:13Z,0,Yes its should be one nation one election thats its right,nNbphew2mpU,TRUE
@sudaks7363,2024-12-20T11:22:23Z,1,"If no election is conducted gdp will further doubled, like wise if budget for amenities Education health security are also affects gdp percentage if cut further gdp will reach heaven...",nNbphew2mpU,TRUE
@khushiSharma-xs5wf,2024-12-20T11:19:11Z,1,"This is not the death of democracy, it is the rebirth of a new  better version of democracy.",nNbphew2mpU,TRUE
@sriharshak8573,2024-12-20T11:16:39Z,0,"Simple put, Having elections once is beneficial both econmonically and governance point of view.  Many regional parties have crushed National parties during simulateneous elections,",nNbphew2mpU,TRUE
@jameswahengbam-uv6ez,2024-12-20T11:11:49Z,0,Death of democracy,nNbphew2mpU,TRUE
@SunnyGupta-xh7ob,2024-12-20T11:09:57Z,0,Regional issues can also overshadow national issues as they have to cast two votes.,nNbphew2mpU,TRUE
@VipulChakurkar,2024-12-20T11:09:19Z,0,Half states can have election with the LS. Remaining half at mid term,nNbphew2mpU,TRUE
@kirankumarreddy8108,2024-12-20T11:09:06Z,0,I feel immature worry about local issues muted through one Nation one election because election happens in one day and it depends on the leadership got elected from local party or local leaders may use it whether to resolve or benefitted from the issue,nNbphew2mpU,TRUE
@anujdhiman931,2024-12-20T11:07:06Z,0,"On the same day, I will vote for the central party and my regional party separately, at the same cost for booth officers and other arrangements.",nNbphew2mpU,TRUE
@amitnerlekar7022,2024-12-20T11:04:27Z,0,Excellent video bro,nNbphew2mpU,TRUE
@AshutoshHota2025,2024-12-20T11:00:28Z,0,Maharashtra election compared with Uttar Pradesh election,nNbphew2mpU,TRUE
@bruhhh012,2024-12-20T10:56:06Z,0,Democracy is already dead in India,nNbphew2mpU,TRUE
@Mogambo007,2024-12-20T10:55:08Z,2,"Benefits of One Nation one Election are far more than the drawbacks. Already in many states simultaneously election are ongoing. It saves a lots of money, time, energy which can be utilised for benefit of the people. It's the need of the time.",nNbphew2mpU,TRUE
@arnoldsujankatru9667,2024-12-20T10:54:38Z,0,Good now I know think school is pro BJP well played,nNbphew2mpU,TRUE
@himamshu90,2024-12-20T10:53:57Z,0,"There should be no short term govt or mid elections, just president's rule if state govt is destabilized. This will create incentive for ruling party at state to hold onto govt, and takes out incentive for opposition parties destabilizing govt.  Enough of horse trading. Problem may arise when central and state govt are from opposite parties, but it'll still be better than horse trading",nNbphew2mpU,TRUE
@manisukumar5398,2024-12-20T10:53:55Z,0,ONOE to be implemented urgently. it is good for our country.,nNbphew2mpU,TRUE
@harmoniousswarupa2986,2024-12-20T10:51:44Z,0,JFYI - Odisha has both the elections at one time already..,nNbphew2mpU,TRUE
@priyamaran8257,2024-12-20T10:50:30Z,0,"The amount of logistics, mobilising ppl.. my god...even a child can say that it's high time we need it.. we have bunch of morons living around us with no regards for good governance, just wants to win by hook or crook and loot ppl",nNbphew2mpU,TRUE
@ar.k2382,2024-12-20T10:41:15Z,0,I am for MP election to be conducted simultaneously. But States should have autonomy on when they can have their elections. Centre should not dictate elections being held in States.,nNbphew2mpU,TRUE
@samsung123451,2024-12-20T10:37:34Z,0,We cannot expect anything good from this country.,nNbphew2mpU,TRUE
@bhushancontact275,2024-12-20T10:37:25Z,0,"May it be GST, Linking AADHAR, demonetization, all policies were criticised heavily. But Modi Gov implemented them swiftly. Same thing will happen with this bill too. Farmers are now repenting for opposing Fram Bill. They realised it later that the bill was actually for their benefits. People have started realising the fact that opposition always misleads. So there may be outrage from politicians and their puppet social media influencers to oppose this bill. But the Modi Gov will implement it.",nNbphew2mpU,TRUE
@thecorporatelabour,2024-12-20T10:37:14Z,0,"If opposition is arguing and protesting then this decision is guaranteed to have beautiful results on country. Simple... 

No valid arguments",nNbphew2mpU,TRUE
@krishna5142,2024-12-20T10:34:21Z,0,"You've forgot to mention some key points in this bill. 1.This bill focuses mainly on central government completing full term but doesnt ensure state government's stabilty. 2.This bill says if election commission says it cannot conduct a particular state election due to some reason, the president will decide when to conduct the state election and it may be a months or years. Until that it will be governed by president. We all know who is the real decider here and how they may take advantage of this to oposition party states.

In one word, if a divisive, rss rooted party like bjp says something is good for the nation, we have to think twice and thrice.",nNbphew2mpU,TRUE
@ramkibhooma5494,2024-12-20T10:30:15Z,2,"In TN, whoever gives more money would win irrespective of the ideologies. No state central issues kept in mind.",nNbphew2mpU,TRUE
@anilshedbal4206,2024-12-20T10:25:22Z,0,It is not Think School. It is Junk School. All it's so called analysis is just a cunning circus to support Rahul Gandhi.,nNbphew2mpU,TRUE
@ch31286,2024-12-20T10:25:07Z,0,Always air opposition views but no single or good things done by current govt.,nNbphew2mpU,TRUE
@ch31286,2024-12-20T10:23:15Z,0,"I completely deny your analysis.No basis or logic to this.For views purpose if you do these sort of videos, no longer people subscribe to your views or channel.",nNbphew2mpU,TRUE
@prashantkv4,2024-12-20T10:23:07Z,0,It's better to hold Central elections in one year like 2029 and State elections next consecutive year 2030. Then issues of both India and states will not interfere with each other.,nNbphew2mpU,TRUE
@krrishrai4502,2024-12-20T10:21:53Z,0,"Don't you think this will make regional parties more conscious to work for the citizens of their province or they can be swapped from political careers or make the national party more conscious or they can lose their power from nation as well as state and if they don't have sufficient resources from political careers, if we being mere citizens can anticipate this even they could",nNbphew2mpU,TRUE
